# 0.997425
Q1757191	2	0	It	_prp_	PRP	O	c.	O	O/0.999629	O/0.999629	_COMP_/0.000081	_YES_/0.000291
Q6537	24	15	his	he	PRP$	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	24	16	brother	brother	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	24	17	,	,	,	O	O	O	O/0.999974	O/0.999974	_COMP_/0.000016	_YES_/0.000010
Q6537	24	18	Alberico	_propernoun_	NNP	PERSON	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	24	19	,	,	,	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000004	_YES_/0.000003
Q6537	24	20	to	to	TO	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000005
Q6537	24	21	be	be	VB	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q6537	24	22	elected	elect	VBN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q6537	24	23	podestà	podestà	NN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	24	24	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000002	_YES_/0.000010
Q6537	24	25	1230	1230	CD	DATE	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q6537	24	26	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000002	_YES_/0.000002
Q6537	24	27	.	.	.	O	O	O	O/0.999972	O/0.999972	_COMP_/0.000020	_YES_/0.000008

# 0.994298
Q6537	26	0	On	on	IN	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000009	_YES_/0.000015
Q6537	26	1	his	he	PRP$	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	26	2	death	death	NN	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000002	_YES_/0.000010
Q6537	26	3	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	26	4	old	old	JJ	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q6537	26	5	oligarchic	oligarchic	JJ	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	26	6	republic	republic	NN	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000003	_YES_/0.000010
Q6537	26	7	political	political	JJ	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q6537	26	8	structure	structure	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q6537	26	9	was	be	VBD	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000005
Q6537	26	10	restored	restore	VBN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q6537	26	11	--	--	:	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	26	12	a	a	DT	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000008
Q6537	26	13	``	``	``	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	26	14	consiglio	consiglio	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	26	15	maggiore	maggiore	NN	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000003	_YES_/0.000009
Q6537	26	16	''	''	''	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q6537	26	17	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q6537	26	18	``	``	``	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	26	19	grand	grand	JJ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	26	20	council	council	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	26	21	''	''	''	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000004
Q6537	26	22	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	26	23	of	of	IN	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000008	_YES_/0.000003
Q6537	26	25	four_hundred	_num_	CD	NUMBER	member	O	O/0.997843	O/0.997843	_COMP_/0.000033	_YES_/0.002124
Q6537	26	26	members	member	NNS	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	26	27	and	and	CC	O	O	O	O/0.999796	O/0.999796	_COMP_/0.000196	_YES_/0.000008
Q6537	26	28	a	a	DT	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000007	_YES_/0.000005
Q6537	26	29	``	``	``	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q6537	26	30	consiglio	consiglio	NN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	26	31	minore	minore	NN	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000003	_YES_/0.000009
Q6537	26	32	''	''	''	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q6537	26	33	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q6537	26	34	``	``	``	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	26	35	small	small	JJ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	26	36	council	council	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	26	37	''	''	''	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000004
Q6537	26	38	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	26	39	of	of	IN	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000008	_YES_/0.000003
Q6537	26	40	forty	_num_	CD	NUMBER	member	O	O/0.997843	O/0.997843	_COMP_/0.000033	_YES_/0.002124
Q6537	26	41	members	member	NNS	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	26	42	--	--	:	O	O	O	O/0.999965	O/0.999965	_COMP_/0.000032	_YES_/0.000004
Q6537	26	43	and	and	CC	O	O	O	O/0.999835	O/0.999835	_COMP_/0.000157	_YES_/0.000007
Q6537	26	44	it	_prp_	PRP	O	form	O	O/0.999253	O/0.999253	_COMP_/0.000061	_YES_/0.000686
Q6537	26	45	formed	form	VBD	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q6537	26	46	a	a	DT	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000003	_YES_/0.000013
Q6537	26	47	league	league	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000004
Q6537	26	48	with	with	IN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q6537	26	49	Padua	_propernoun_	NNP	LOCATION	O	O	O/0.999988	O/0.999988	_COMP_/0.000003	_YES_/0.000009
Q6537	26	50	,	,	,	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000003	_YES_/0.000001
Q6537	26	51	Treviso	_propernoun_	NNP	LOCATION	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	26	52	and	and	CC	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000004	_YES_/0.000005
Q6537	26	53	Verona	_propernoun_	NNP	LOCATION	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000004
Q6537	26	54	.	.	.	O	O	O	O/0.999982	O/0.999982	_COMP_/0.000013	_YES_/0.000005

# 0.999567
Q6537	36	0	Vicenza	_propernoun_	NNP	ORGANIZATION	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q6537	36	1	's	's	POS	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q6537	36	2	area	area	NN	O	O	O	O/0.999977	O/0.999977	_COMP_/0.000002	_YES_/0.000021
Q6537	36	3	was	be	VBD	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	36	4	a	a	DT	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	36	5	location	location	NN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	36	6	of	of	IN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q6537	36	7	major	major	JJ	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000003	_YES_/0.000010
Q6537	36	8	combat	combat	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	36	9	in	in	IN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	36	10	both	both	CC	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000003	_YES_/0.000007
Q6537	36	13	World_War_I	_propernoun_	NNP	MISC	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q6537	36	14	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000001	_YES_/0.000000
Q6537	36	15	on	on	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	36	16	the	the	DT	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	36	17	Asiago	_propernoun_	NNP	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	36	18	plateau	plateau	NN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	36	19	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000009
Q6537	36	20	and	and	CC	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000007	_YES_/0.000007
Q6537	36	23	World_War_II	_propernoun_	NNP	MISC	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	36	24	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000002
Q6537	36	25	a	a	DT	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	36	26	focal	focal	JJ	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	36	27	center	center	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q6537	36	28	of	of	IN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q6537	36	29	the	the	DT	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	36	30	Italian	italian	JJ	MISC	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000005
Q6537	36	31	resistance	resistance	NN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	36	32	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000003	_YES_/0.000010
Q6537	36	33	,	,	,	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000009	_YES_/0.000006
Q6537	36	34	and	and	CC	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000004	_YES_/0.000002
Q6537	36	35	it	_prp_	PRP	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	36	36	was	be	VBD	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	36	37	the	the	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q6537	36	38	most	most	RBS	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000004
Q6537	36	39	damaged	damaged	JJ	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000001	_YES_/0.000007
Q6537	36	40	city	city	NN	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000003	_YES_/0.000011
Q6537	36	41	in	in	IN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000004
Q6537	36	42	Veneto	_propernoun_	NNP	LOCATION	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q6537	36	43	by	by	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	36	44	Allied	_propernoun_	NNP	MISC	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	36	45	bombings	bombing	NNS	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	36	46	,	,	,	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000015	_YES_/0.000010
Q6537	36	47	including	include	VBG	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000005
Q6537	36	48	many	many	JJ	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000009
Q6537	36	49	of	of	IN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q6537	36	50	its	its	PRP$	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q6537	36	51	monuments	monument	NNS	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000007
Q6537	36	52	;	;	:	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	36	53	the	the	DT	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	36	54	civil	civil	JJ	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000006
Q6537	36	55	victims	victim	NNS	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	36	56	were	be	VBD	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000003	_YES_/0.000010
Q6537	36	57	over	over	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q6537	36	58	2,000	_num_	CD	NUMBER	O	O	O/0.999976	O/0.999976	_COMP_/0.000001	_YES_/0.000022
Q6537	36	59	.	.	.	O	O	O	O/0.999970	O/0.999970	_COMP_/0.000016	_YES_/0.000014

# 0.989582
Q6537	37	0	After	after	IN	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000009	_YES_/0.000015
Q6537	37	1	the	the	DT	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	37	2	end	end	NN	O	O	O	O/0.999981	O/0.999981	_COMP_/0.000003	_YES_/0.000016
Q6537	37	3	of	of	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	37	4	the	the	DT	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000002	_YES_/0.000007
Q6537	37	5	latter	latter	JJ	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000005
Q6537	37	6	,	,	,	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000002
Q6537	37	7	what	what	WDT	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000002	_YES_/0.000009
Q6537	37	8	followed	follow	VBD	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q6537	37	9	was	be	VBD	O	O	O	O/0.999980	O/0.999980	_COMP_/0.000003	_YES_/0.000017
Q6537	37	10	a	a	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q6537	37	11	period	period	NN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	37	12	of	of	IN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q6537	37	13	depression	depression	NN	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000003	_YES_/0.000009
Q6537	37	14	following	follow	VBG	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	37	15	the	the	DT	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	37	16	devasatation	devasatation	NN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q6537	37	17	caused	cause	VBN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	37	18	by	by	IN	O	O	O	O/0.999906	O/0.999906	_COMP_/0.000078	_YES_/0.000016
Q6537	37	19	two	_num_	CD	NUMBER	war	O	O/0.990001	O/0.990001	_COMP_/0.000103	_YES_/0.009896
Q6537	37	20	world	world	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	37	21	wars	war	NNS	O	O	O	O/0.999972	O/0.999972	_COMP_/0.000024	_YES_/0.000004
Q6537	37	22	.	.	.	O	O	O	O/0.999786	O/0.999786	_COMP_/0.000202	_YES_/0.000012

# 0.997945
Q6537	50	0	The	the	DT	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000006	_YES_/0.000009
Q6537	50	2	Gold_Exposition	_propernoun_	NNP	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	50	3	is	be	VBZ	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000003
Q6537	50	4	world-famous	world-famous	JJ	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000001	_YES_/0.000008
Q6537	50	5	and	and	CC	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000018	_YES_/0.000006
Q6537	50	6	it	_prp_	PRP	O	take	O	O/0.999393	O/0.999393	_COMP_/0.000031	_YES_/0.000576
Q6537	50	7	takes	take	VBZ	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	50	8	place	place	NN	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000003	_YES_/0.000008
Q6537	50	9	in	in	IN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q6537	50	10	Vicenza	_propernoun_	NNP	LOCATION	O	O	O/0.999990	O/0.999990	_COMP_/0.000007	_YES_/0.000003
Q6537	50	11	three	_num_	CD	NUMBER	time	O	O/0.998701	O/0.998701	_COMP_/0.000022	_YES_/0.001277
Q6537	50	12	times	time	NNS	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q6537	50	13	per	per	IN	O	O	O	O/0.999982	O/0.999982	_COMP_/0.000013	_YES_/0.000005
Q6537	50	14	year	year	NN	DURATION	O	O	O/0.999987	O/0.999987	_COMP_/0.000010	_YES_/0.000003
Q6537	50	15	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q6537	50	16	January	_propernoun_	NNP	DATE	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000002
Q6537	50	17	,	,	,	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000003	_YES_/0.000001
Q6537	50	18	May	_propernoun_	NNP	DATE	O	O	O/0.999997	O/0.999997	_COMP_/0.000000	_YES_/0.000002
Q6537	50	19	,	,	,	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000003	_YES_/0.000004
Q6537	50	20	September	_propernoun_	NNP	DATE	O	O	O/0.999996	O/0.999996	_COMP_/0.000000	_YES_/0.000003
Q6537	50	21	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	50	22	.	.	.	O	O	O	O/0.999982	O/0.999982	_COMP_/0.000009	_YES_/0.000009

# 0.995130
Q6537	53	0	In	in	IN	O	O	O	O/0.999979	O/0.999979	_COMP_/0.000008	_YES_/0.000013
Q6537	53	1	2007	2007	CD	DATE	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q6537	53	2	,	,	,	O	O	O	O/0.999961	O/0.999961	_COMP_/0.000014	_YES_/0.000025
Q6537	53	3	there	there	EX	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	53	4	were	be	VBD	O	O	O	O/0.999980	O/0.999980	_COMP_/0.000016	_YES_/0.000004
Q6537	53	5	114,268	_num_	CD	NUMBER	people	O	O/0.995473	O/0.995473	_COMP_/0.000031	_YES_/0.004496
Q6537	53	6	people	people	NNS	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q6537	53	7	residing	reside	VBG	O	O	O	O/0.999981	O/0.999981	_COMP_/0.000011	_YES_/0.000008
Q6537	53	8	in	in	IN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000008	_YES_/0.000003
Q6537	53	9	Vicenza	_propernoun_	NNP	LOCATION	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	53	10	,	,	,	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000002
Q6537	53	11	located	located	JJ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000000	_YES_/0.000001
Q6537	53	12	in	in	IN	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000009
Q6537	53	13	the	the	DT	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	53	14	province	province	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	53	15	of	of	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	53	16	Vicenza	_propernoun_	NNP	LOCATION	O	O	O/0.999991	O/0.999991	_COMP_/0.000002	_YES_/0.000007
Q6537	53	17	,	,	,	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000004	_YES_/0.000002
Q6537	53	18	Veneto	_propernoun_	NNP	LOCATION	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q6537	53	19	,	,	,	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000004
Q6537	53	20	of	of	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000004
Q6537	53	21	whom	whom	WP	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000001	_YES_/0.000007
Q6537	53	22	47.6	47.6	CD	PERCENT	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q6537	53	23	%	%	NN	PERCENT	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q6537	53	24	were	be	VBD	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000005
Q6537	53	25	male	male	JJ	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000007
Q6537	53	26	and	and	CC	O	O	O	O/0.999967	O/0.999967	_COMP_/0.000016	_YES_/0.000017
Q6537	53	27	52.4	52.4	CD	PERCENT	O	O	O/0.999988	O/0.999988	_COMP_/0.000002	_YES_/0.000010
Q6537	53	28	%	%	NN	PERCENT	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000004
Q6537	53	29	were	be	VBD	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	53	30	female	female	JJ	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000007
Q6537	53	31	.	.	.	O	O	O	O/0.999923	O/0.999923	_COMP_/0.000049	_YES_/0.000027

# 0.999651
Q6537	54	0	Minors	minor	NNS	O	O	O	O/0.999975	O/0.999975	_COMP_/0.000009	_YES_/0.000015
Q6537	54	1	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	54	2	children	child	NNS	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000002	_YES_/0.000011
Q6537	54	3	ages	age	NNS	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000004	_YES_/0.000003
Q6537	54	4	18	_num_	CD	NUMBER	O	O	O/0.999937	O/0.999937	_COMP_/0.000002	_YES_/0.000061
Q6537	54	5	and	and	CC	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000008	_YES_/0.000005
Q6537	54	6	younger	younger	JJR	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000011	_YES_/0.000004
Q6537	54	7	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000008	_YES_/0.000003
Q6537	54	8	totalled	total	VBD	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q6537	54	9	17.17	17.17	CD	PERCENT	O	O	O/0.999997	O/0.999997	_COMP_/0.000002	_YES_/0.000002
Q6537	54	10	%	%	NN	PERCENT	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q6537	54	11	of	of	IN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	54	12	the	the	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q6537	54	13	population	population	NN	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000004	_YES_/0.000020
Q6537	54	14	,	,	,	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000003
Q6537	54	15	compared	compare	VBN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q6537	54	16	to	to	TO	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	54	17	pensioners	pensioner	NNS	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q6537	54	18	,	,	,	O	O	O	O/0.999977	O/0.999977	_COMP_/0.000015	_YES_/0.000009
Q6537	54	19	who	who	WP	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000002
Q6537	54	20	number	number	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q6537	54	21	21.60	21.60	CD	PERCENT	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q6537	54	22	%	%	NN	PERCENT	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q6537	54	23	.	.	.	O	O	O	O/0.999925	O/0.999925	_COMP_/0.000058	_YES_/0.000018

# 0.999794
Q6537	56	0	The	the	DT	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q6537	56	1	average	average	JJ	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q6537	56	2	age	age	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000002	_YES_/0.000010
Q6537	56	3	of	of	IN	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000008
Q6537	56	4	Vicenza	_propernoun_	NNP	ORGANIZATION	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q6537	56	5	residents	resident	NNS	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q6537	56	6	is	be	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000002
